text ,label (Class)
visible signs are white fungal growth underside,Potato___Late_blight
there are white fungal growth underside on leaves,Potato___Late_blight
plant has white fungal growth underside,Potato___Late_blight
leaves show white fungal growth underside,Potato___Late_blight
leaves show white fungal growth underside,Potato___Late_blight
visible signs are white fungal growth underside,Potato___Late_blight
leaves show white fungal growth underside,Potato___Late_blight
symptoms include white fungal growth underside,Potato___Late_blight
there are white fungal growth underside on leaves,Potato___Late_blight
i see green leaves,Potato___healthy
visible signs are green leaves,Potato___healthy
visible signs are green leaves,Potato___healthy
plant has green leaves,Potato___healthy
there are green leaves on leaves,Potato___healthy
i see green leaves,Potato___healthy
there are green leaves on leaves,Potato___healthy
i see green leaves,Potato___healthy
symptoms include green leaves,Potato___healthy
there are green leaves on leaves,Potato___healthy
leaves show green leaves,Potato___healthy
symptoms include green leaves,Potato___healthy
plant has green leaves,Potato___healthy
leaves show green leaves,Potato___healthy
there are green leaves on leaves,Potato___healthy
symptoms include healthy plant,Potato___healthy
visible signs are healthy plant,Potato___healthy
leaves show healthy plant,Potato___healthy
the plant is showing healthy plant,Potato___healthy
i see healthy plant,Potato___healthy
i see healthy plant,Potato___healthy
there are healthy plant on leaves,Potato___healthy
there are healthy plant on leaves,Potato___healthy
visible signs are healthy plant,Potato___healthy
leaves show healthy plant,Potato___healthy
symptoms include healthy plant,Potato___healthy
leaves show healthy plant,Potato___healthy
symptoms include healthy plant,Potato___healthy
there are healthy plant on leaves,Potato___healthy
visible signs are healthy plant,Potato___healthy
plant has no symptoms,Potato___healthy
leaves show no symptoms,Potato___healthy
the plant is showing no symptoms,Potato___healthy
visible signs are no symptoms,Potato___healthy
visible signs are no symptoms,Potato___healthy
leaves show no symptoms,Potato___healthy
i see no symptoms,Potato___healthy
visible signs are no symptoms,Potato___healthy
leaves show no symptoms,Potato___healthy
i see no symptoms,Potato___healthy
visible signs are no symptoms,Potato___healthy
plant has no symptoms,Potato___healthy
symptoms include no symptoms,Potato___healthy
symptoms include no symptoms,Potato___healthy
there are no symptoms on leaves,Potato___healthy
leaves show healthy leaves,Raspberry___healthy
i see healthy leaves,Raspberry___healthy
leaves show healthy leaves,Raspberry___healthy
leaves show healthy leaves,Raspberry___healthy
visible signs are healthy leaves,Raspberry___healthy
the plant is showing healthy leaves,Raspberry___healthy
the plant is showing healthy leaves,Raspberry___healthy
there are healthy leaves on leaves,Raspberry___healthy
symptoms include healthy leaves,Raspberry___healthy
symptoms include healthy leaves,Raspberry___healthy
i see healthy leaves,Raspberry___healthy
there are healthy leaves on leaves,Raspberry___healthy
leaves show healthy leaves,Raspberry___healthy
plant has healthy leaves,Raspberry___healthy
there are healthy leaves on leaves,Raspberry___healthy
there are green foliage on leaves,Raspberry___healthy
symptoms include green foliage,Raspberry___healthy
i see green foliage,Raspberry___healthy
visible signs are green foliage,Raspberry___healthy
there are green foliage on leaves,Raspberry___healthy
plant has green foliage,Raspberry___healthy
symptoms include green foliage,Raspberry___healthy
leaves show green foliage,Raspberry___healthy
leaves show green foliage,Raspberry___healthy
i see green foliage,Raspberry___healthy
the plant is showing green foliage,Raspberry___healthy
plant has green foliage,Raspberry___healthy
plant has green foliage,Raspberry___healthy
visible signs are green foliage,Raspberry___healthy
visible signs are green foliage,Raspberry___healthy
the plant is showing no symptoms,Raspberry___healthy
leaves show no symptoms,Raspberry___healthy
visible signs are no symptoms,Raspberry___healthy
the plant is showing no symptoms,Raspberry___healthy
visible signs are no symptoms,Raspberry___healthy
leaves show no symptoms,Raspberry___healthy
there are no symptoms on leaves,Raspberry___healthy
visible signs are no symptoms,Raspberry___healthy
there are no symptoms on leaves,Raspberry___healthy
there are no symptoms on leaves,Raspberry___healthy
visible signs are no symptoms,Raspberry___healthy
i see no symptoms,Raspberry___healthy
leaves show no symptoms,Raspberry___healthy
the plant is showing no symptoms,Raspberry___healthy
visible signs are no symptoms,Raspberry___healthy
the plant is showing green leaves,Soybean___healthy
i see green leaves,Soybean___healthy
i see green leaves,Soybean___healthy
plant has green leaves,Soybean___healthy
plant has green leaves,Soybean___healthy
leaves show green leaves,Soybean___healthy
visible signs are green leaves,Soybean___healthy
the plant is showing green leaves,Soybean___healthy
leaves show green leaves,Soybean___healthy
visible signs are green leaves,Soybean___healthy
there are green leaves on leaves,Soybean___healthy
plant has green leaves,Soybean___healthy
i see green leaves,Soybean___healthy
plant has green leaves,Soybean___healthy
the plant is showing green leaves,Soybean___healthy
leaves show healthy crop,Soybean___healthy
there are healthy crop on leaves,Soybean___healthy
symptoms include healthy crop,Soybean___healthy
plant has healthy crop,Soybean___healthy
leaves show healthy crop,Soybean___healthy
there are healthy crop on leaves,Soybean___healthy
i see healthy crop,Soybean___healthy
visible signs are healthy crop,Soybean___healthy
i see healthy crop,Soybean___healthy
visible signs are healthy crop,Soybean___healthy
leaves show healthy crop,Soybean___healthy
leaves show healthy crop,Soybean___healthy
symptoms include healthy crop,Soybean___healthy
the plant is showing healthy crop,Soybean___healthy
plant has healthy crop,Soybean___healthy
there are no disease signs on leaves,Soybean___healthy
visible signs are no disease signs,Soybean___healthy
the plant is showing no disease signs,Soybean___healthy
the plant is showing no disease signs,Soybean___healthy
symptoms include no disease signs,Soybean___healthy
i see no disease signs,Soybean___healthy
visible signs are no disease signs,Soybean___healthy
symptoms include no disease signs,Soybean___healthy
plant has no disease signs,Soybean___healthy
symptoms include no disease signs,Soybean___healthy
there are no disease signs on leaves,Soybean___healthy
plant has no disease signs,Soybean___healthy
i see no disease signs,Soybean___healthy
plant has no disease signs,Soybean___healthy
the plant is showing no disease signs,Soybean___healthy
leaves show white powder on leaves,Squash___Powdery_mildew
visible signs are white powder on leaves,Squash___Powdery_mildew
plant has white powder on leaves,Squash___Powdery_mildew
the plant is showing white powder on leaves,Squash___Powdery_mildew
symptoms include white powder on leaves,Squash___Powdery_mildew
symptoms include white powder on leaves,Squash___Powdery_mildew
there are white powder on leaves on leaves,Squash___Powdery_mildew
the plant is showing white powder on leaves,Squash___Powdery_mildew
symptoms include white powder on leaves,Squash___Powdery_mildew
symptoms include white powder on leaves,Squash___Powdery_mildew
plant has white powder on leaves,Squash___Powdery_mildew
leaves show white powder on leaves,Squash___Powdery_mildew
i see white powder on leaves,Squash___Powdery_mildew
leaves show white powder on leaves,Squash___Powdery_mildew
i see white powder on leaves,Squash___Powdery_mildew
visible signs are fungal coating,Squash___Powdery_mildew
the plant is showing fungal coating,Squash___Powdery_mildew
the plant is showing fungal coating,Squash___Powdery_mildew
leaves show fungal coating,Squash___Powdery_mildew
there are fungal coating on leaves,Squash___Powdery_mildew
plant has fungal coating,Squash___Powdery_mildew
plant has fungal coating,Squash___Powdery_mildew
leaves show fungal coating,Squash___Powdery_mildew
the plant is showing fungal coating,Squash___Powdery_mildew
there are fungal coating on leaves,Squash___Powdery_mildew
plant has fungal coating,Squash___Powdery_mildew
symptoms include fungal coating,Squash___Powdery_mildew
there are fungal coating on leaves,Squash___Powdery_mildew
leaves show fungal coating,Squash___Powdery_mildew
the plant is showing fungal coating,Squash___Powdery_mildew
leaves show dusty white appearance,Squash___Powdery_mildew
visible signs are dusty white appearance,Squash___Powdery_mildew
leaves show dusty white appearance,Squash___Powdery_mildew
leaves show dusty white appearance,Squash___Powdery_mildew
the plant is showing dusty white appearance,Squash___Powdery_mildew
leaves show dusty white appearance,Squash___Powdery_mildew
plant has dusty white appearance,Squash___Powdery_mildew
visible signs are dusty white appearance,Squash___Powdery_mildew
symptoms include dusty white appearance,Squash___Powdery_mildew
the plant is showing dusty white appearance,Squash___Powdery_mildew
symptoms include dusty white appearance,Squash___Powdery_mildew
i see dusty white appearance,Squash___Powdery_mildew
visible signs are dusty white appearance,Squash___Powdery_mildew
the plant is showing dusty white appearance,Squash___Powdery_mildew
visible signs are dusty white appearance,Squash___Powdery_mildew
plant has purple spots on leaves,Strawberry___Leaf_scorch
symptoms include purple spots on leaves,Strawberry___Leaf_scorch
the plant is showing purple spots on leaves,Strawberry___Leaf_scorch
i see purple spots on leaves,Strawberry___Leaf_scorch
i see purple spots on leaves,Strawberry___Leaf_scorch
the plant is showing purple spots on leaves,Strawberry___Leaf_scorch
there are purple spots on leaves on leaves,Strawberry___Leaf_scorch
i see purple spots on leaves,Strawberry___Leaf_scorch
symptoms include purple spots on leaves,Strawberry___Leaf_scorch
the plant is showing purple spots on leaves,Strawberry___Leaf_scorch
visible signs are purple spots on leaves,Strawberry___Leaf_scorch
plant has purple spots on leaves,Strawberry___Leaf_scorch
visible signs are purple spots on leaves,Strawberry___Leaf_scorch
i see purple spots on leaves,Strawberry___Leaf_scorch
symptoms include purple spots on leaves,Strawberry___Leaf_scorch
leaves show leaf edges turning brown,Strawberry___Leaf_scorch
leaves show leaf edges turning brown,Strawberry___Leaf_scorch
leaves show leaf edges turning brown,Strawberry___Leaf_scorch
leaves show leaf edges turning brown,Strawberry___Leaf_scorch
plant has leaf edges turning brown,Strawberry___Leaf_scorch
visible signs are leaf edges turning brown,Strawberry___Leaf_scorch
symptoms include leaf edges turning brown,Strawberry___Leaf_scorch
plant has leaf edges turning brown,Strawberry___Leaf_scorch
there are leaf edges turning brown on leaves,Strawberry___Leaf_scorch
the plant is showing leaf edges turning brown,Strawberry___Leaf_scorch
the plant is showing leaf edges turning brown,Strawberry___Leaf_scorch
the plant is showing leaf edges turning brown,Strawberry___Leaf_scorch
leaves show leaf edges turning brown,Strawberry___Leaf_scorch
i see leaf edges turning brown,Strawberry___Leaf_scorch
symptoms include leaf edges turning brown,Strawberry___Leaf_scorch
plant has scorched leaf appearance,Strawberry___Leaf_scorch
symptoms include scorched leaf appearance,Strawberry___Leaf_scorch
i see scorched leaf appearance,Strawberry___Leaf_scorch
i see scorched leaf appearance,Strawberry___Leaf_scorch
the plant is showing scorched leaf appearance,Strawberry___Leaf_scorch
the plant is showing scorched leaf appearance,Strawberry___Leaf_scorch
visible signs are scorched leaf appearance,Strawberry___Leaf_scorch
symptoms include scorched leaf appearance,Strawberry___Leaf_scorch
i see scorched leaf appearance,Strawberry___Leaf_scorch
the plant is showing scorched leaf appearance,Strawberry___Leaf_scorch
there are scorched leaf appearance on leaves,Strawberry___Leaf_scorch
the plant is showing scorched leaf appearance,Strawberry___Leaf_scorch
symptoms include scorched leaf appearance,Strawberry___Leaf_scorch
symptoms include scorched leaf appearance,Strawberry___Leaf_scorch
there are scorched leaf appearance on leaves,Strawberry___Leaf_scorch
i see green leaves,Strawberry___healthy
symptoms include green leaves,Strawberry___healthy
there are green leaves on leaves,Strawberry___healthy
leaves show green leaves,Strawberry___healthy
visible signs are green leaves,Strawberry___healthy
symptoms include green leaves,Strawberry___healthy
symptoms include green leaves,Strawberry___healthy
leaves show green leaves,Strawberry___healthy
leaves show green leaves,Strawberry___healthy
plant has green leaves,Strawberry___healthy
i see green leaves,Strawberry___healthy
symptoms include green leaves,Strawberry___healthy
there are green leaves on leaves,Strawberry___healthy
visible signs are green leaves,Strawberry___healthy
visible signs are green leaves,Strawberry___healthy
the plant is showing healthy plant,Strawberry___healthy
plant has healthy plant,Strawberry___healthy
visible signs are healthy plant,Strawberry___healthy
there are healthy plant on leaves,Strawberry___healthy
i see healthy plant,Strawberry___healthy
there are healthy plant on leaves,Strawberry___healthy
symptoms include healthy plant,Strawberry___healthy
plant has healthy plant,Strawberry___healthy
there are healthy plant on leaves,Strawberry___healthy
symptoms include healthy plant,Strawberry___healthy
plant has healthy plant,Strawberry___healthy
leaves show healthy plant,Strawberry___healthy
the plant is showing healthy plant,Strawberry___healthy
visible signs are healthy plant,Strawberry___healthy
the plant is showing healthy plant,Strawberry___healthy
visible signs are no disease,Strawberry___healthy
there are no disease on leaves,Strawberry___healthy
leaves show no disease,Strawberry___healthy
i see no disease,Strawberry___healthy
i see no disease,Strawberry___healthy
plant has no disease,Strawberry___healthy
leaves show no disease,Strawberry___healthy
there are no disease on leaves,Strawberry___healthy
symptoms include no disease,Strawberry___healthy
symptoms include no disease,Strawberry___healthy
i see no disease,Strawberry___healthy
symptoms include no disease,Strawberry___healthy
there are no disease on leaves,Strawberry___healthy
plant has no disease,Strawberry___healthy
leaves show no disease,Strawberry___healthy
plant has small dark spots on leaves,Tomato___Bacterial_spot
leaves show small dark spots on leaves,Tomato___Bacterial_spot
there are small dark spots on leaves on leaves,Tomato___Bacterial_spot
symptoms include small dark spots on leaves,Tomato___Bacterial_spot
symptoms include small dark spots on leaves,Tomato___Bacterial_spot
symptoms include small dark spots on leaves,Tomato___Bacterial_spot
plant has small dark spots on leaves,Tomato___Bacterial_spot
plant has small dark spots on leaves,Tomato___Bacterial_spot
visible signs are small dark spots on leaves,Tomato___Bacterial_spot
i see small dark spots on leaves,Tomato___Bacterial_spot
i see small dark spots on leaves,Tomato___Bacterial_spot
leaves show small dark spots on leaves,Tomato___Bacterial_spot
i see small dark spots on leaves,Tomato___Bacterial_spot
leaves show small dark spots on leaves,Tomato___Bacterial_spot
i see small dark spots on leaves,Tomato___Bacterial_spot
the plant is showing yellow halo around lesions,Tomato___Bacterial_spot
the plant is showing yellow halo around lesions,Tomato___Bacterial_spot
i see yellow halo around lesions,Tomato___Bacterial_spot
symptoms include yellow halo around lesions,Tomato___Bacterial_spot
the plant is showing yellow halo around lesions,Tomato___Bacterial_spot
visible signs are yellow halo around lesions,Tomato___Bacterial_spot
plant has yellow halo around lesions,Tomato___Bacterial_spot
there are yellow halo around lesions on leaves,Tomato___Bacterial_spot
symptoms include yellow halo around lesions,Tomato___Bacterial_spot
plant has yellow halo around lesions,Tomato___Bacterial_spot
symptoms include yellow halo around lesions,Tomato___Bacterial_spot
there are yellow halo around lesions on leaves,Tomato___Bacterial_spot
i see yellow halo around lesions,Tomato___Bacterial_spot
i see yellow halo around lesions,Tomato___Bacterial_spot
visible signs are yellow halo around lesions,Tomato___Bacterial_spot
the plant is showing leaf drop,Tomato___Bacterial_spot
leaves show leaf drop,Tomato___Bacterial_spot
i see leaf drop,Tomato___Bacterial_spot
symptoms include leaf drop,Tomato___Bacterial_spot
visible signs are leaf drop,Tomato___Bacterial_spot
plant has leaf drop,Tomato___Bacterial_spot
plant has leaf drop,Tomato___Bacterial_spot
symptoms include leaf drop,Tomato___Bacterial_spot
there are leaf drop on leaves,Tomato___Bacterial_spot
the plant is showing leaf drop,Tomato___Bacterial_spot
the plant is showing leaf drop,Tomato___Bacterial_spot
plant has leaf drop,Tomato___Bacterial_spot
leaves show leaf drop,Tomato___Bacterial_spot
i see leaf drop,Tomato___Bacterial_spot
symptoms include leaf drop,Tomato___Bacterial_spot
symptoms include brown spots with concentric rings,Tomato___Early_blight
leaves show brown spots with concentric rings,Tomato___Early_blight
i see brown spots with concentric rings,Tomato___Early_blight
i see brown spots with concentric rings,Tomato___Early_blight
visible signs are brown spots with concentric rings,Tomato___Early_blight
plant has brown spots with concentric rings,Tomato___Early_blight
plant has brown spots with concentric rings,Tomato___Early_blight
the plant is showing brown spots with concentric rings,Tomato___Early_blight
leaves show brown spots with concentric rings,Tomato___Early_blight
visible signs are brown spots with concentric rings,Tomato___Early_blight
leaves show brown spots with concentric rings,Tomato___Early_blight
plant has brown spots with concentric rings,Tomato___Early_blight
the plant is showing brown spots with concentric rings,Tomato___Early_blight
visible signs are brown spots with concentric rings,Tomato___Early_blight
i see brown spots with concentric rings,Tomato___Early_blight
symptoms include yellowing of lower leaves,Tomato___Early_blight
i see yellowing of lower leaves,Tomato___Early_blight
symptoms include yellowing of lower leaves,Tomato___Early_blight
i see yellowing of lower leaves,Tomato___Early_blight
leaves show yellowing of lower leaves,Tomato___Early_blight
visible signs are yellowing of lower leaves,Tomato___Early_blight
i see yellowing of lower leaves,Tomato___Early_blight
plant has yellowing of lower leaves,Tomato___Early_blight
the plant is showing yellowing of lower leaves,Tomato___Early_blight
the plant is showing yellowing of lower leaves,Tomato___Early_blight
i see yellowing of lower leaves,Tomato___Early_blight
symptoms include yellowing of lower leaves,Tomato___Early_blight
there are yellowing of lower leaves on leaves,Tomato___Early_blight
visible signs are yellowing of lower leaves,Tomato___Early_blight
the plant is showing yellowing of lower leaves,Tomato___Early_blight
leaves show target-like lesions,Tomato___Early_blight
visible signs are target-like lesions,Tomato___Early_blight
visible signs are target-like lesions,Tomato___Early_blight
leaves show target-like lesions,Tomato___Early_blight
leaves show target-like lesions,Tomato___Early_blight
there are target-like lesions on leaves,Tomato___Early_blight
leaves show target-like lesions,Tomato___Early_blight
symptoms include target-like lesions,Tomato___Early_blight
visible signs are target-like lesions,Tomato___Early_blight
there are target-like lesions on leaves,Tomato___Early_blight
i see target-like lesions,Tomato___Early_blight
symptoms include target-like lesions,Tomato___Early_blight
leaves show target-like lesions,Tomato___Early_blight
plant has target-like lesions,Tomato___Early_blight
visible signs are target-like lesions,Tomato___Early_blight
symptoms include dark water soaked spots,Tomato___Late_blight
symptoms include dark water soaked spots,Tomato___Late_blight
plant has dark water soaked spots,Tomato___Late_blight
visible signs are dark water soaked spots,Tomato___Late_blight
symptoms include dark water soaked spots,Tomato___Late_blight
i see dark water soaked spots,Tomato___Late_blight
visible signs are dark water soaked spots,Tomato___Late_blight
the plant is showing dark water soaked spots,Tomato___Late_blight
symptoms include dark water soaked spots,Tomato___Late_blight
symptoms include dark water soaked spots,Tomato___Late_blight
leaves show dark water soaked spots,Tomato___Late_blight
symptoms include dark water soaked spots,Tomato___Late_blight
symptoms include dark water soaked spots,Tomato___Late_blight
i see dark water soaked spots,Tomato___Late_blight
i see dark water soaked spots,Tomato___Late_blight
plant has leaf rot and decay,Tomato___Late_blight
leaves show leaf rot and decay,Tomato___Late_blight
symptoms include leaf rot and decay,Tomato___Late_blight
leaves show leaf rot and decay,Tomato___Late_blight
the plant is showing leaf rot and decay,Tomato___Late_blight
the plant is showing leaf rot and decay,Tomato___Late_blight
visible signs are leaf rot and decay,Tomato___Late_blight
i see leaf rot and decay,Tomato___Late_blight
i see leaf rot and decay,Tomato___Late_blight
symptoms include leaf rot and decay,Tomato___Late_blight
visible signs are leaf rot and decay,Tomato___Late_blight
plant has leaf rot and decay,Tomato___Late_blight
the plant is showing leaf rot and decay,Tomato___Late_blight
leaves show leaf rot and decay,Tomato___Late_blight
the plant is showing leaf rot and decay,Tomato___Late_blight
the plant is showing white mold under leaves,Tomato___Late_blight
symptoms include white mold under leaves,Tomato___Late_blight
the plant is showing white mold under leaves,Tomato___Late_blight
there are white mold under leaves on leaves,Tomato___Late_blight
plant has white mold under leaves,Tomato___Late_blight
there are white mold under leaves on leaves,Tomato___Late_blight
plant has white mold under leaves,Tomato___Late_blight
there are white mold under leaves on leaves,Tomato___Late_blight
symptoms include white mold under leaves,Tomato___Late_blight
there are white mold under leaves on leaves,Tomato___Late_blight
there are white mold under leaves on leaves,Tomato___Late_blight
leaves show white mold under leaves,Tomato___Late_blight
leaves show white mold under leaves,Tomato___Late_blight
plant has white mold under leaves,Tomato___Late_blight
there are white mold under leaves on leaves,Tomato___Late_blight
i see yellow spots on upper leaves,Tomato___Leaf_Mold
visible signs are yellow spots on upper leaves,Tomato___Leaf_Mold
symptoms include yellow spots on upper leaves,Tomato___Leaf_Mold
i see yellow spots on upper leaves,Tomato___Leaf_Mold
the plant is showing yellow spots on upper leaves,Tomato___Leaf_Mold
i see yellow spots on upper leaves,Tomato___Leaf_Mold
there are yellow spots on upper leaves on leaves,Tomato___Leaf_Mold
there are yellow spots on upper leaves on leaves,Tomato___Leaf_Mold
symptoms include yellow spots on upper leaves,Tomato___Leaf_Mold
there are yellow spots on upper leaves on leaves,Tomato___Leaf_Mold
the plant is showing yellow spots on upper leaves,Tomato___Leaf_Mold
plant has yellow spots on upper leaves,Tomato___Leaf_Mold
the plant is showing yellow spots on upper leaves,Tomato___Leaf_Mold
the plant is showing yellow spots on upper leaves,Tomato___Leaf_Mold
plant has yellow spots on upper leaves,Tomato___Leaf_Mold
plant has green mold on underside,Tomato___Leaf_Mold
the plant is showing green mold on underside,Tomato___Leaf_Mold
the plant is showing green mold on underside,Tomato___Leaf_Mold
there are green mold on underside on leaves,Tomato___Leaf_Mold
leaves show green mold on underside,Tomato___Leaf_Mold
there are green mold on underside on leaves,Tomato___Leaf_Mold
there are green mold on underside on leaves,Tomato___Leaf_Mold
plant has green mold on underside,Tomato___Leaf_Mold
i see green mold on underside,Tomato___Leaf_Mold
i see green mold on underside,Tomato___Leaf_Mold
there are green mold on underside on leaves,Tomato___Leaf_Mold
symptoms include green mold on underside,Tomato___Leaf_Mold
symptoms include green mold on underside,Tomato___Leaf_Mold
symptoms include green mold on underside,Tomato___Leaf_Mold
there are green mold on underside on leaves,Tomato___Leaf_Mold
plant has leaf curling,Tomato___Leaf_Mold
leaves show leaf curling,Tomato___Leaf_Mold
visible signs are leaf curling,Tomato___Leaf_Mold
plant has leaf curling,Tomato___Leaf_Mold
i see leaf curling,Tomato___Leaf_Mold
the plant is showing leaf curling,Tomato___Leaf_Mold
i see leaf curling,Tomato___Leaf_Mold
symptoms include leaf curling,Tomato___Leaf_Mold
symptoms include leaf curling,Tomato___Leaf_Mold
leaves show leaf curling,Tomato___Leaf_Mold
symptoms include leaf curling,Tomato___Leaf_Mold
i see leaf curling,Tomato___Leaf_Mold
the plant is showing leaf curling,Tomato___Leaf_Mold
symptoms include leaf curling,Tomato___Leaf_Mold
the plant is showing leaf curling,Tomato___Leaf_Mold
there are small circular brown spots on leaves,Tomato___Septoria_leaf_spot
plant has small circular brown spots,Tomato___Septoria_leaf_spot
symptoms include small circular brown spots,Tomato___Septoria_leaf_spot
visible signs are small circular brown spots,Tomato___Septoria_leaf_spot
plant has small circular brown spots,Tomato___Septoria_leaf_spot
plant has small circular brown spots,Tomato___Septoria_leaf_spot
symptoms include small circular brown spots,Tomato___Septoria_leaf_spot
there are small circular brown spots on leaves,Tomato___Septoria_leaf_spot
leaves show small circular brown spots,Tomato___Septoria_leaf_spot
i see small circular brown spots,Tomato___Septoria_leaf_spot
plant has small circular brown spots,Tomato___Septoria_leaf_spot
visible signs are small circular brown spots,Tomato___Septoria_leaf_spot
i see small circular brown spots,Tomato___Septoria_leaf_spot
i see small circular brown spots,Tomato___Septoria_leaf_spot
i see small circular brown spots,Tomato___Septoria_leaf_spot
the plant is showing yellow halo around spots,Tomato___Septoria_leaf_spot
leaves show yellow halo around spots,Tomato___Septoria_leaf_spot
i see yellow halo around spots,Tomato___Septoria_leaf_spot
i see yellow halo around spots,Tomato___Septoria_leaf_spot
leaves show yellow halo around spots,Tomato___Septoria_leaf_spot
visible signs are yellow halo around spots,Tomato___Septoria_leaf_spot
symptoms include yellow halo around spots,Tomato___Septoria_leaf_spot
plant has yellow halo around spots,Tomato___Septoria_leaf_spot
symptoms include yellow halo around spots,Tomato___Septoria_leaf_spot
visible signs are yellow halo around spots,Tomato___Septoria_leaf_spot
there are yellow halo around spots on leaves,Tomato___Septoria_leaf_spot
there are yellow halo around spots on leaves,Tomato___Septoria_leaf_spot
visible signs are yellow halo around spots,Tomato___Septoria_leaf_spot
leaves show yellow halo around spots,Tomato___Septoria_leaf_spot
symptoms include yellow halo around spots,Tomato___Septoria_leaf_spot
i see tiny leaf lesions,Tomato___Septoria_leaf_spot
symptoms include tiny leaf lesions,Tomato___Septoria_leaf_spot
visible signs are tiny leaf lesions,Tomato___Septoria_leaf_spot
i see tiny leaf lesions,Tomato___Septoria_leaf_spot
the plant is showing tiny leaf lesions,Tomato___Septoria_leaf_spot
the plant is showing tiny leaf lesions,Tomato___Septoria_leaf_spot
visible signs are tiny leaf lesions,Tomato___Septoria_leaf_spot
there are tiny leaf lesions on leaves,Tomato___Septoria_leaf_spot
i see tiny leaf lesions,Tomato___Septoria_leaf_spot
symptoms include tiny leaf lesions,Tomato___Septoria_leaf_spot
plant has tiny leaf lesions,Tomato___Septoria_leaf_spot
leaves show tiny leaf lesions,Tomato___Septoria_leaf_spot
i see tiny leaf lesions,Tomato___Septoria_leaf_spot
visible signs are tiny leaf lesions,Tomato___Septoria_leaf_spot
i see tiny leaf lesions,Tomato___Septoria_leaf_spot
symptoms include tiny yellow specks on leaves,Tomato___Spider_mites Two-spotted_spider_mite
plant has tiny yellow specks on leaves,Tomato___Spider_mites Two-spotted_spider_mite
i see tiny yellow specks on leaves,Tomato___Spider_mites Two-spotted_spider_mite
the plant is showing tiny yellow specks on leaves,Tomato___Spider_mites Two-spotted_spider_mite
leaves show tiny yellow specks on leaves,Tomato___Spider_mites Two-spotted_spider_mite
visible signs are tiny yellow specks on leaves,Tomato___Spider_mites Two-spotted_spider_mite
visible signs are tiny yellow specks on leaves,Tomato___Spider_mites Two-spotted_spider_mite
i see tiny yellow specks on leaves,Tomato___Spider_mites Two-spotted_spider_mite
i see tiny yellow specks on leaves,Tomato___Spider_mites Two-spotted_spider_mite
visible signs are tiny yellow specks on leaves,Tomato___Spider_mites Two-spotted_spider_mite
symptoms include tiny yellow specks on leaves,Tomato___Spider_mites Two-spotted_spider_mite
the plant is showing tiny yellow specks on leaves,Tomato___Spider_mites Two-spotted_spider_mite
i see tiny yellow specks on leaves,Tomato___Spider_mites Two-spotted_spider_mite
there are tiny yellow specks on leaves on leaves,Tomato___Spider_mites Two-spotted_spider_mite
plant has tiny yellow specks on leaves,Tomato___Spider_mites Two-spotted_spider_mite
visible signs are webbing under leaves,Tomato___Spider_mites Two-spotted_spider_mite
visible signs are webbing under leaves,Tomato___Spider_mites Two-spotted_spider_mite
visible signs are webbing under leaves,Tomato___Spider_mites Two-spotted_spider_mite
the plant is showing webbing under leaves,Tomato___Spider_mites Two-spotted_spider_mite
leaves show webbing under leaves,Tomato___Spider_mites Two-spotted_spider_mite
plant has webbing under leaves,Tomato___Spider_mites Two-spotted_spider_mite
plant has webbing under leaves,Tomato___Spider_mites Two-spotted_spider_mite
there are webbing under leaves on leaves,Tomato___Spider_mites Two-spotted_spider_mite
there are webbing under leaves on leaves,Tomato___Spider_mites Two-spotted_spider_mite
plant has webbing under leaves,Tomato___Spider_mites Two-spotted_spider_mite
symptoms include webbing under leaves,Tomato___Spider_mites Two-spotted_spider_mite
leaves show webbing under leaves,Tomato___Spider_mites Two-spotted_spider_mite
the plant is showing webbing under leaves,Tomato___Spider_mites Two-spotted_spider_mite
plant has webbing under leaves,Tomato___Spider_mites Two-spotted_spider_mite
there are webbing under leaves on leaves,Tomato___Spider_mites Two-spotted_spider_mite
leaves show leaf discoloration,Tomato___Spider_mites Two-spotted_spider_mite
symptoms include leaf discoloration,Tomato___Spider_mites Two-spotted_spider_mite
symptoms include leaf discoloration,Tomato___Spider_mites Two-spotted_spider_mite
the plant is showing leaf discoloration,Tomato___Spider_mites Two-spotted_spider_mite
visible signs are leaf discoloration,Tomato___Spider_mites Two-spotted_spider_mite
plant has leaf discoloration,Tomato___Spider_mites Two-spotted_spider_mite
visible signs are leaf discoloration,Tomato___Spider_mites Two-spotted_spider_mite
visible signs are leaf discoloration,Tomato___Spider_mites Two-spotted_spider_mite
plant has leaf discoloration,Tomato___Spider_mites Two-spotted_spider_mite
the plant is showing leaf discoloration,Tomato___Spider_mites Two-spotted_spider_mite
symptoms include leaf discoloration,Tomato___Spider_mites Two-spotted_spider_mite
there are leaf discoloration on leaves,Tomato___Spider_mites Two-spotted_spider_mite
visible signs are leaf discoloration,Tomato___Spider_mites Two-spotted_spider_mite
leaves show leaf discoloration,Tomato___Spider_mites Two-spotted_spider_mite
i see leaf discoloration,Tomato___Spider_mites Two-spotted_spider_mite
visible signs are brown circular spots,Tomato___Target_Spot
there are brown circular spots on leaves,Tomato___Target_Spot
visible signs are brown circular spots,Tomato___Target_Spot
leaves show brown circular spots,Tomato___Target_Spot
i see brown circular spots,Tomato___Target_Spot
plant has brown circular spots,Tomato___Target_Spot
the plant is showing brown circular spots,Tomato___Target_Spot
